"user_id"	"resource_id"	"q_id"	"answer"	"url_comment"	"comment"	"project_id"	"test"
2	3246	1	"yes"	"http://mimirna.centenary.org.au/mep/formulaire.html"	"mimiRNA is a unique name and the websites provides a description of what it is."	1	"test"
2	3246	2	"yes"	"http://mimirna.centenary.org.au/mep/formulaire.html"	"The tool can be accessed from the website."	1	"test"
2	3246	3	"yes"	"https://academic.oup.com/bioinformatics/article/26/2/223/210127"	"This paper talks about mimiRNA."	1	"test"
2	3246	4	"yes"	"http://mimirna.centenary.org.au/mep/formulaire.html"	"The homepage contains 3 video tutorials."	1	"test"
2	3246	5	"yes"	"https://github.com/sysbio-polito/BOS-miRNA-Enrichment/tree/master/0-Databases"	"This github contains the source code."	1	"test"
2	3246	6	"yesbut"	""	"There are no previous versions."	1	"test"
2	3246	7	"yes"	"http://mimirna.centenary.org.au/mep/formulaire.html"	"There is contact information at the bottom."	1	"test"
2	3246	8	"no"	""	"Doesn't have API."	1	"test"
2	3246	9	"no"	""	"No licensing information"	1	"test"
3	2489	1	"yesbut"	"https://github.com/mpgerstl/tEFMA"	"GitHub repo but not its own site"	1	"test"
3	2489	2	"yes"	"https://github.com/mpgerstl/tEFMA"	""	1	"test"
3	2489	3	"yes"	"https://www.ncbi.nlm.nih.gov/pubmed/25701571"	""	1	"test"
3	2489	4	"yes"	"https://github.com/mpgerstl/tEFMA"	""	1	"test"
3	2489	5	"yes"	"https://github.com/mpgerstl/tEFMA"	""	1	"test"
3	2489	6	"no"	""	""	1	"test"
3	2489	7	"yes"	"https://github.com/mpgerstl/tEFMA"	""	1	"test"
3	2489	8	"no"	""	""	1	"test"
3	2489	9	"no"	""	""	1	"test"
4	1489	1	"yesbut"	"http://sb.cs.cmu.edu/smarts/"	"Name: SMARTS (Reconstructing disease response networks from multiple individuals). Description from website: ""We developed SMARTS, a method integrating static and time series data from multiple individuals to reconstruct condition specific response networks in an unsupervised way."" Comment: The name SMARTS doesn't seem to correspond to an acronym, nor is a description provided for how this name relates to this application's purpose..."	1	"test"
4	1489	2	"yesbut"	"http://sb.cs.cmu.edu/smarts/ "	"Code is available by clicking on the SMARTS code v 0.3.1 option in the provided URL. It would be helpful if a description of this download were provided (e.g. the file size), before this download automatically begins when clicking on this option..."	1	"test"
4	1489	3	"nobut"	""	"I wasn't seeing that it uses an ontology, but am not sure whether this is needed for this particular tool. The associated publication does refer to an accepted ontology for one particular application of the tool."	1	"test"
4	1489	4	"yesbut"	"http://sb.cs.cmu.edu/smarts/supplement.pdf
http://sb.cs.cmu.edu/smarts/"	"The provided ReadMe file is fairly brief, yet informative. There is also an extensive 57-page user manual provided for the associated DREM (Dynamic Regulatory Events Miner) tool."	1	"test"
4	1489	5	"no"	""	"I didn't see this code on GitHub, and code sharing via a public repository doesn't seem to be mentioned in the associated publication."	1	"test"
4	1489	6	"no"	""	"It appears that just the most recent version, v0.3.1, is available. Descriptions of earlier versions are provided in the ReadMe file."	1	"test"
4	1489	7	"yesbut"	""	"This info is provided, but the user needs to download the 65-MB set of code and look in the ReadMe file to find it; it would be helpful to provide this on the tool's website, as well."	1	"test"
4	1489	8	"no"	""	"I don't see an API mentioned as being available either on the tool's site or in the associated publication."	1	"test"
4	1489	9	"nobut"	""	"This info isn't present on the homepage, but the following text is included in the ReadMe file: ""SMARTS is distributed to academic and non-profit users under a non-commercial 
research use license."""	1	"test"
3	82	1	"yes"	"https://github.com/rgcgithub/clamms"	""	1	"test"
3	82	2	"yes"	"https://github.com/rgcgithub/clamms"	""	1	"test"
3	82	3	"nobut"	""	"Does not seem relevant"	1	"test"
3	82	4	"yes"	"https://github.com/rgcgithub/clamms"	""	1	"test"
3	82	5	"yes"	"https://github.com/rgcgithub/clamms"	""	1	"test"
3	82	6	"yes"	"https://github.com/rgcgithub/clamms"	""	1	"test"
3	82	7	"no"	""	""	1	"test"
3	82	8	"no"	""	""	1	"test"
3	82	9	"no"	""	""	1	"test"
4	2798	1	"yesbut"	"https://github.com/zhangsaithu/titer"	"Its name is informative & its acronym makes sense, but the description is very brief and could be expanded to improve clarity."	1	"test"
4	2798	2	"yes"	"https://github.com/zhangsaithu/titer"	"Code is available on GitHub."	1	"test"
4	2798	3	"nobut"	""	"This isn't clear based on the limited available information..."	1	"test"
4	2798	4	"yesbut"	"https://github.com/zhangsaithu/titer"	"A brief ReadMe file is displayed on this tool's main GitHub page. However, it is just a full bullet points providing a brief overview of usage, and could be expanded to include more details & examples."	1	"test"
4	2798	5	"yes"	"https://github.com/zhangsaithu/titer"	"Code is available on GitHub."	1	"test"
